"","name","AreaSqKm","state"
"2148","Aue Lake",0.132,"MN"
"2149","Lake Irene",0.077,"MN"
"2150","Johnson Lake",0.05,"MN"
"2151","Cottonwood Lake",0.501,"MN"
"2152","Little Ranier Lake",0.213,"MN"
"2153","Jingo Lake Impoundment",0.024,"MN"
"2154","Renneberg Lake",0.605,"MN"
"2155","Marsh Lake",0.254,"MN"
"2156","Dutch Lake",0.65,"MN"
"2157","Tamarac Lake",0.015,"MN"
"2158","Perry Lake",0.07,"MN"
"2159","Anstey Lake",0.732,"MN"
"2160","Stieger Lake",0.656,"MN"
"2161","Edquist Lake",0.165,"MN"
"2162","Oxbow Lake",0.016,"MN"
"2163","Jones Lake",0.02,"MN"
"2164","Hornberg Lake",0.568,"MN"
"2165","Rice Lake",0.237,"MN"
"2166","Doam Lake",0.119,"MN"
"2167","Forjer Lake",0.021,"MN"
"2168","Pothole Lake",0.045,"MN"
"2169","Little Dead Horse Lake",0.311,"MN"
"2170","Ethel Lake",0.076,"MN"
"2171","Darrow Lake",0.422,"MN"
"2172","Muscovite Lake",0.074,"MN"
"2173","Tamarack Lake",0.12,"MN"
"2174","Johnson Lake",0.084,"MN"
"2175","Miller Lake",0.061,"MN"
"2176","Bevo Lake",0.235,"MN"
"2177","Nolan Lake",1.619,"MN"
"2178","Reeds Lake",0.79,"MN"
"2179","Johnson Slough",0.014,"MN"
"2180","Helene Lake",0.065,"MN"
"2181","Sitas Lake",0.238,"MN"
"2182","Long Lake",0.182,"MN"
"2183","Raft Lake",0.062,"MN"
"2184","McDonald Lake",0.111,"MN"
"2185","Diann Lake",0.238,"MN"
"2186","Bluebill Pond",0.034,"MN"
"2187","Bobby Lake",0.022,"MN"
"2188","South Smith Lake",0.259,"MN"
"2189","Big Island Lake",0.951,"MN"
"2190","Shallow Water Lake",0.652,"MN"
"2191","Section Twelve Lake",0.667,"MN"
"2192","Baldy Lake",0.096,"MN"
"2193","D'Artagnan Lake",0.957,"MN"
"2194","Diamond Lake",0.427,"MN"
"2195","College Lake",0.016,"MN"
"2196","Heinen Lake",0.11,"MN"
"2197","Herron Lake",0.06,"MN"
"2198","Cameron Lake",0.256,"MN"
"2199","Pine Lake",0.08,"MN"
"2200","Day Lake",0.159,"MN"
"2201","Charlie Lake",0.153,"MN"
"2202","My Lake",0.099,"MN"
"2203","Swamp Lake",0.14,"MN"
"2204","Bow-Dodge Lake",0.143,"MN"
"2205","Miss Lake",0.09,"MN"
"2206","Linneman Lake",0.433,"MN"
"2207","Maynard Lake",0.54562535,"MN"
"2208","Little Bass Lake",0.067,"MN"
"2209","Wart Lake",0.07452785,"MN"
"2210","Baylor Lake",0.019,"MN"
"2211","Killroy Lake",0.051,"MN"
"2212","French Lake",0.571,"MN"
"2213","Little East Lake",0.261,"MN"
"2214","Little Neck Lake",0.155,"MN"
"2215","Lake Hopper",0.014,"MN"
"2216","Lydiard Lake",0.036,"MN"
"2217","Hadley Lake",0.09,"MN"
"2218","Twenty Lake",0.517,"MN"
"2219","Mud Lake",0.154,"MN"
"2220","Sunrise Lake",0.118,"MN"
"2221","Highland Lake",0.414,"MN"
"2222","French Lake",0.88,"MN"
"2223","Deer Lake",0.182,"MN"
"2224","Fleming Lake",1.235,"MN"
"2225","Lost Moose Lake",0.436,"MN"
"2226","Lake Elizabeth",0.767,"MN"
"2227","Bone Lake",0.526,"MN"
"2228","Howard Lake",0.232,"MN"
"2229","Minnow Lake",0.033,"MN"
"2230","Plantation Lake",0.341,"MN"
"2231","Bog Lake",0.075,"MN"
"2232","Brown Lake",0.067,"MN"
"2233","Lincoln Lake",0.053,"MN"
"2234","Bass Lake",0.262,"MN"
"2235","State Line Lake",1.903,"MN"
"2236","Lesure Heath Lake",0.143,"MN"
"2237","Hale Lake",0.506,"MN"
"2238","Mallard Marsh Swamp",0.124,"MN"
"2239","Watkins Lake",0.541,"MN"
"2240","Bradshaw Lake",0.022,"MN"
"2241","McCoy Lake",0.04,"MN"
"2242","Edward Lake",0.112,"MN"
"2243","Mud Lake",0.187,"MN"
"2244","Big Rain Barrel Lake",0.08,"MN"
"2245","McAlpine Lake",0.27,"MN"
"2246","Spring Lake",0.091,"MN"
"2247","Willeys Lake",0.21,"MN"
"2248","George Lake",0.046,"MN"
"2249","Church Lake",0.18,"MN"
"2250","Everhart Lake",0.167,"MN"
"2251","Rice Lake",0.137,"MN"
"2252","Upper Hanson Lake",0.487,"MN"
"2253","Wilson Lake",0.072,"MN"
"2254","Beaver Lake",0.23,"MN"
"2255","Hook Lake",0.856,"MN"
"2256","Pike Lake",0.225,"MN"
"2257","Mud Lake",0.293,"MN"
"2258","Hayden Lake",0.379,"MN"
"2259","Windsor Lake",0.029,"MN"
"2260","Shamrock Lake",0.211,"MN"
"2261","Buckman Lake",0.924,"MN"
"2262","Bluebill Lake",0.583,"MN"
"2263","Link Lake",0.197,"MN"
"2264","Markley Lake",0.066,"MN"
"2265","German Lake",1.397,"MN"
"2266","Mississippi Lake",0.031,"MN"
"2267","Gunny Sack Lake",0.331,"MN"
"2268","O'Donnell Lake",0.196,"MN"
"2269","Beaver Lake",0.109,"MN"
"2270","Indianhead Lake",0.05,"MN"
"2271","Clearwater Lake",0.513,"MN"
"2272","May Lake",0.253,"MN"
"2273","Napoleon Lake",0.517,"MN"
"2274","Hawkes Lake",0.022,"MN"
"2275","Highlands Lake",0.036,"MN"
"2276","Round Lake",1.064,"MN"
"2277","Davis Lake",0.319,"MN"
"2278","Isaac Lake",0.082,"MN"
"2279","Pickerel Lake",0.946,"MN"
"2280","One Mile Lake",0.212,"MN"
"2281","Sweeney Lake",0.278,"MN"
"2282","Rice Lake",0.011,"MN"
"2283","Brown Lake",0.299,"MN"
"2284","Little Island Lake",0.09,"MN"
"2285","Cedar Lake",0.686,"MN"
"2286","Kingsley Lake",0.135,"MN"
"2287","Foot Lake",0.066,"MN"
"2288","Lost Lake",0.1,"MN"
"2289","Geneva Lake",0.006,"MN"
"2290","Spring Lake",0.074,"MN"
"2291","Little Red Horse Lake",0.119,"MN"
"2292","Lower Panaca Lake",1.006,"MN"
"2293","Dollar Lake",0.201,"MN"
"2294","Briarstone Lake",0.09612611,"MN"
"2295","Wakefield Lake",0.625,"MN"
"2296","Crystal Lake",0.138,"MN"
"2297","Florence Lake",0.52671692,"MN"
"2298","Elms Lake",0.214,"MN"
"2299","Bullhead Lake",0.058,"MN"
"2300","Ice Lake",0.001,"MN"
"2301","Camp Lake",0.055,"MN"
"2302","Remote Lake",0.483,"MN"
"2303","Cutaway Lake",0.447,"MN"
"2304","Three Island Lake",0.851,"MN"
"2305","Rush Lake",0.151,"MN"
"2306","Little Sheriff Lake",0.132,"MN"
"2307","Wamp Lake",0.06,"MN"
"2308","Spring Lake",0.119,"MN"
"2309","Langton Lake",0.034,"MN"
"2310","New Lake",0.29,"MN"
"2311","Crosby Lake",0.222,"MN"
"2312","Twin Lake",0.031,"MN"
"2313","Long Lake",0.419,"MN"
"2314","Hart Lake",1.296,"MN"
"2315","Little O'Brien Lake",0.771,"MN"
"2316","Bower Lake",0.377,"MN"
"2317","Linwood Lake",2.24,"MN"
"2318","Shafer Lake",0.212,"MN"
"2319","Lake Wabasso",0.174,"MN"
"2320","Savage Lake",0.064,"MN"
"2321","Island Lake",0.272,"MN"
"2322","Martin Lake",0.922,"MN"
"2323","Little Pine Lake",0.073,"MN"
"2324","Schmidt Lake",0.248,"MN"
"2325","Cranberry Lake",0.077,"MN"
"2326","Bone Lake",0.035,"MN"
"2327","Little Island Lake",0.424,"MN"
"2328","Bengal Lake",0.196,"MN"
"2329","Poulson Lake",0.284,"MN"
"2330","Hoffman Lake",0.237,"MN"
"2331","South Sturgeon Lake",0.807,"MN"
"2332","Paul Lake",0.058,"MN"
"2333","Price Lake",0.223,"MN"
"2334","Day Lake",0.495,"MN"
"2335","Mud Lake",0.041,"MN"
"2336","Elbow Lake",0.063,"MN"
"2337","Fish Lake",0.077,"MN"
"2338","Mill Pond",0.156,"MN"
"2339","Mud Lake",0.12,"MN"
"2340","Rice Lake",0.508,"MN"
"2341","Devils Lake",0.001,"MN"
"2342","Lake Washington",0.025,"MN"
"2343","Leeman Lake",0.465,"MN"
"2344","Rabbit Lake",0.014,"MN"
"2345","Quill Lake",0.301,"MN"
"2346","Round Lake",0.191,"MN"
"2347","Little Comfort Lake",0.143,"MN"
"2348","Clear Lake",0.068,"MN"
"2349","Mud Lake",0.104,"MN"
"2350","Woodbury Lake",0.242,"MN"
"2351","Eagle Point Lake",0.535,"MN"
"2352","Bryan Lake",0.029,"MN"
"2353","Woodpile Lake",0.056,"MN"
"2354","Barker Lake",0.178,"MN"
"2355","Lake Keewahtin",0.373,"MN"
"2356","School Lake",0.64,"MN"
"2357","Cross Lake",0.425,"MN"
"2358","Locking Lake",0.064,"MN"
"2359","Goggins Lake",0.113,"MN"
"2360","Mud Lake",0.059,"MN"
"2361","Gagne Lake",1.08,"MN"
"2362","Horseshoe Lake",0.3,"MN"
"2363","Bone Lake",0.883,"MN"
"2364","Louise Lake",0.016,"MN"
"2365","Swan Lake",0.347,"MN"
"2366","Third Lake",0.172,"MN"
"2367","Vibo Lake",0.229,"MN"
"2368","Quarter Line Lake",0.08,"MN"
"2369","Ponto Lake",0.369,"MN"
"2370","Long Lake",0.267,"MN"
"2371","Linn Lake",0.632,"MN"
"2372","Long Meadows Lake",0.374,"MN"
"2373","Hay Lake",0.126,"MN"
"2374","First Lake",0.214,"MN"
"2375","Oslo Lake",0.392,"MN"
"2376","Harper Lake",0.596,"MN"
"2377","Goose Lake",0.339,"MN"
"2378","Sixmile Lake",0.384,"MN"
"2379","Agnes Lake",0.119,"MN"
"2380","County Trunk O Flowage",0.001,"MN"
"2381","Close Lake",0.115,"MN"
"2382","Lost Man Lake",0.065,"MN"
"2383","Dark Lake",0.92633117,"MN"
"2384","McQuade Lake",0.697,"MN"
"2385","McNiven Lake",0.055,"MN"
"2386","Chub Lake",0.52,"MN"
"2387","Kirkby Lake",0.454,"MN"
"2388","Johnson Lake",0.103,"MN"
"2389","Johnson Lake",0.14,"MN"
"2390","Bug Lake",0.147,"MN"
"2391","Gannon Lake",0.377,"MN"
"2392","Hoodoo Lake",0.918,"MN"
"2393","Peekaboo Lake",0.599,"MN"
"2394","Rice Lake",0.166,"MN"
"2395","Roger Lake",0.095,"MN"
"2396","Lake Twelve",0.238,"MN"
"2397","Hoover Lake",0.018,"MN"
"2398","Nimon Lake",0.072,"MN"
"2399","Little Holmes Lake",0.086,"MN"
"2400","Wildcat Lake",0.073,"MN"
"2401","Lost Lake",0.07,"MN"
"2402","Round Lake",0.098,"MN"
"2403","Silver Lake",0.107,"MN"
"2404","Arrowhead Lake",0.39839672,"MN"
"2405","Clear Lake",0.585,"MN"
"2406","Tuttle Lake",0.04,"MN"
"2407","Reisinger Lake",0.232,"MN"
"2408","Squaw Lake",0.445,"MN"
"2409","Pleasant Lake",0.153,"MN"
"2410","Upper Phantom Flowage",0.038,"MN"
"2411","Admiral Lake",0.04867285,"MN"
"2412","Long Trade Lake",0.609,"MN"
"2413","Mashkenode Lake",0.492,"MN"
"2414","Surprise Lake",0.062,"MN"
"2415","Sandhill Lake",0.224,"MN"
"2416","Manganika Lake",0.715,"MN"
"2417","Lower Pine Lake",0.389,"MN"
"2418","Sand Lake",0.876,"MN"
"2419","Freedom Lakes",0.412,"MN"
"2420","Crooked Lake",0.389,"MN"
"2421","Mayowood Lake",0.147,"MN"
"2422","Wind Lake",0.158,"MN"
"2423","Silver Lake",0.151,"MN"
"2424","Echo Lake",0.46471835,"MN"
"2425","Grimhs Lake",0.132,"MN"
"2426","Spring Lake",0.144,"MN"
"2427","Harvey Lake",0.099,"MN"
"2428","Fayal Pond",0.026,"MN"
"2429","4 Reservoir",0.01,"MN"
"2430","Rice Lake",0.521,"MN"
"2431","Wilson Lake",0.043,"MN"
"2432","Bear Lake",0.173,"MN"
"2433",".40 Reservoir",0.001,"MN"
"2434","Oak Ridge Lake",0.641,"MN"
"2435","Delong Lake",0.165,"MN"
"2436","Little Dunham Lake",0.045,"MN"
"2437","Dunham Lake",0.933,"MN"
"2438","Stevens Lake",0.058,"MN"
"2439","Deep Lake",0.244,"MN"
"2440","Greer Lake",0.544,"MN"
"2441","Silver Lake",0.23398583,"MN"
"2442","Joe Lake",0.081,"MN"
"2443","Aspen Lake",0.055,"MN"
"2444","Gill Lake",0.063,"MN"
"2445","Pickerel Lake",0.22,"MN"
"2446","Moilan Lake",0.083,"MN"
"2447","Little Rice Lake",0.7342234,"MN"
"2448","Heikkala Lake",0.081,"MN"
"2449","Baylis Lake",0.264,"MN"
"2450","Lake Kenabee",0.194,"MN"
"2451","Stewart Lake",0.326,"MN"
"2452","Brusher Lake",0.27,"MN"
"2453","Mud Lake",0.048,"MN"
"2454","Buffalo Lake",0.273,"MN"
"2455","Bug Lake",0.096,"MN"
"2456","Rice Lake",0.12,"MN"
"2457","Forbay Lake",0.101,"MN"
"2458","Pioneer Lake",0.32,"MN"
"2459","Morcom Lake",0.793,"MN"
"2460","Saltpork Lake",0.054,"MN"
"2461","Square Lake",0.125,"MN"
"2462","Somers Lake",0.419,"MN"
"2463","Love Lake",0.838,"MN"
"2464","Gorres Lake",0.033,"MN"
"2465","Put Lake",0.073,"MN"
"2466","Cranberry Lake",0.269,"MN"
"2467","Bergen Lake",0.293,"MN"
"2468","Conners Lake",0.465,"MN"
"2469","Minnow Lake",0.228,"MN"
"2470","Bear Lake",0.121,"MN"
"2471","Mud Hen Lake",0.645,"MN"
"2472","Pickerel Lake",0.061,"MN"
"2473","Clam Falls Flowage",0.4796264,"MN"
"2474","Taylor Lake",0.343,"MN"
"2475","Robie Lake",0.133,"MN"
"2476","Hay Lake",0.018,"MN"
"2477","Dinger Lake",0.057,"MN"
"2478","Ham Lake",1.268,"MN"
"2479","Berg Lake",0.18,"MN"
"2480","Hay Lake",0.107,"MN"
"2481","Deedon Lake",0.136,"MN"
"2482","Viola Lake",1.074,"MN"
"2483","Briggs Lake",0.217,"MN"
"2484","Morgan Lake",0.395,"MN"
"2485","Burton Lake",0.901,"MN"
"2486","Lost Lake",0.038,"MN"
"2487","Little Markham Lake",0.181,"MN"
"2488","Little Round Lake",0.268,"MN"
"2489","Sugarbush Lake",0.06,"MN"
"2490","Glovers Lake",0.066,"MN"
"2491","Little Round Lake",0.049,"MN"
"2492","Markham Lake",0.894,"MN"
"2493","Beaver Lake",0.048,"MN"
"2494","Eugene Lake",0.671,"MN"
"2495","Phillips Lake",0.021,"MN"
"2496","Breitzman Lake",0.056,"MN"
"2497","Neff Lake",0.129,"MN"
"2498","Mud Lake",0.028,"MN"
"2499","Coruick Lake",0.023,"MN"
"2500","Triumph Lake",0.25752388,"MN"
"2501","Woksapiwi Lake",0.222,"MN"
"2502","Little Shell Lake",0.365,"MN"
"2503","Contentment Lake",0.17,"MN"
"2504","Tesaker Lake",0.077,"MN"
"2505","Trygg Lake",0.092,"MN"
"2506","Little Largon Lake",0.085,"MN"
"2507","Little McGraw Lake",0.223,"MN"
"2508","Canthook Lake",0.186,"MN"
"2509","Agawato Lake",0.145,"MN"
"2510","Posse Lake",0.05,"MN"
"2511","Kelleys Lake",0.073,"MN"
"2512","Baker Lake",0.104,"MN"
"2513","Fishing Lakes",0.225,"MN"
"2514","Otter Lake",0.283,"MN"
"2515","Loon Lake",0.368,"MN"
"2516","Oak Lake",0.74,"MN"
"2517","Needle Boy Lake",0.403,"MN"
"2518","Tie Hoist Lake",0.141,"MN"
"2519","Roadside Lake",0.423,"MN"
"2520","Horseshoe Lake",0.37,"MN"
"2521","Comet Lake",0.056,"MN"
"2522","Wickerts Lake",0.062,"MN"
"2523","Bullhead Lake",0.054,"MN"
"2524","Benoit Lake",1.037,"MN"
"2525","Bear Lake",0.197,"MN"
"2526","Reichuster Lake",0.055,"MN"
"2527","Camp Lake",0.047,"MN"
"2528","Rocky Lake",0.481,"MN"
"2529","Hulligan Lake",0.081,"MN"
"2530","Holter Lake",0.08,"MN"
"2531","Smith Lake",0.105,"MN"
"2532","Korb Lake",0.206,"MN"
"2533","Yabut Lake",0.066,"MN"
"2534","Jessen Park Lake",0.005,"MN"
"2535","Bass Lake",0.124,"MN"
"2536","Dowling Lake",0.572,"MN"
"2537","Grassy Lake",0.371,"MN"
"2538","Coo Lake",0.07645718,"MN"
"2539","Line Lake",0.006,"MN"
"2540","Kelsey Lake",0.54,"MN"
"2541","Leach Lake",0.102,"MN"
"2542","Cranberry Lake",0.306,"MN"
"2543","Burntside Lake",5.798e-05,"MN"
"2544","Batista Lake",0.335,"MN"
"2545","Hay Lake",0.106,"MN"
"2546","Burntside Lake",1.333e-05,"MN"
"2547","Chant Lake",0.07286849,"MN"
"2548","Handle Lake",0.206,"MN"
"2549","Pine Lake",0.107,"MN"
"2550","Iron Lake",0.611,"MN"
"2551","Sterling Lake",0.625,"MN"
"2552","Goose Lake",0.15,"MN"
"2553","Deer Lake",0.083,"MN"
"2554","Beaver Pond",0.02,"MN"
"2555","Second Finger Lake",0.07926718,"MN"
"2556","Perch Lake",0.40345801,"MN"
"2557","Everett Lake",0.44930392,"MN"
"2558","First Lake",0.06131665,"MN"
"2559","Valley Lake",0.147,"MN"
"2560","Fenske Lake",0.43166135,"MN"
"2561","Bundle Lake",0.033,"MN"
"2562","Canary Lake",0.0837638,"MN"
"2563","Hart Lake",0.039,"MN"
"2564","Bushmen Lake",0.15511395,"MN"
"2565","Ferguson Lake",0.02,"MN"
"2566","Stone Lake",0.772,"MN"
"2567","Hanson Lake",0.01038906,"MN"
"2568","Pearl Lake",0.03471626,"MN"
"2569","Picket Lake",0.26076284,"MN"
"2570","Schaeffer Lake",0.168,"MN"
"2571","George Lake",0.15,"MN"
"2572","Hobo Lake",0.296,"MN"
"2573","Grande Lake",0.049,"MN"
"2574","Poplar River Pond 28",0.037,"MN"
"2575","Pine Lake",1.811,"MN"
"2576","Hawks Nest Lake",0.035,"MN"
"2577","Bullet Lake",0.08158924,"MN"
"2578","Lower Ox Lake",0.162,"MN"
"2579","Glendennon Lake",0.051,"MN"
"2580","Section Sixteen Lake",0.276,"MN"
"2581","Twin Lakes",0.069,"MN"
"2582","Thirtythree Lake",0.109,"MN"
"2583","Chow Lake",0.18198399,"MN"
"2584","Fools Lake",0.127,"MN"
"2585","Lake Winona",0.88688007,"MN"
"2586","Whiteside Lake",0.06597387,"MN"
"2587","Heart Lake",0.15892538,"MN"
"2588","Long Paradise Lake",0.269,"MN"
"2589","Clear Lake",1.026,"MN"
"2590","Mud Lake",0.16957463,"MN"
"2591","Big Lake",0.157,"MN"
"2592","Hula Lake",0.527,"MN"
"2593","Bigger Lake",0.062,"MN"
"2594","Robin Lake",0.068,"MN"
"2595","McDougal Lakes",0.41,"MN"
"2596","Luster Lake",0.07292999,"MN"
"2597","Transformer Lake",0.068,"MN"
"2598","Railroad Lake",0.041,"MN"
"2599","Teamster Lake",0.01072353,"MN"
"2600","Buell Lakes",0.035,"MN"
"2601","Pickerel Lake",0.36,"MN"
"2602","Hide Lake",0.01234532,"MN"
"2603","Camdre Lake",0.204,"MN"
"2604","Henderson Lake",0.132,"MN"
"2605","Bass Lake",0.038,"MN"
"2606","Judd Lake",0.124,"MN"
"2607","Russell Lake",0.047,"MN"
"2608","Mayfly Lake",0.01083026,"MN"
"2609","Clement Lake",0.327,"MN"
"2610","Hives Lake",0.331,"MN"
"2611","Mud Lake",0.003,"MN"
"2612","Fishfry Lake",0.04884768,"MN"
"2613","First Lake",0.078,"MN"
"2614","Tars Pond",0.009,"MN"
"2615","Lake Ruth",0.265,"MN"
"2616","Mitawan Lake",0.77332186,"MN"
"2617","Cargo Lake",0.092,"MN"
"2618","Tyrell Lake",0.916,"MN"
"2619","Top Lake",0.383,"MN"
"2620","Moon Lake",0.164,"MN"
"2621","Wooden Leg Lake",0.059,"MN"
"2622","Claire Lake",0.017,"MN"
"2623","Dorothy Lake",0.01254797,"MN"
"2624","North Wilder Lake",0.411,"MN"
"2625","Ekbeck Lake",0.034,"MN"
"2626","Bushel Lake",0.061,"MN"
"2627","Claw Lake",0.348,"MN"
"2628","South Wind Orchard Reservoir",0.01062728,"MN"
"2629","Hobbs Lake",0.051,"MN"
"2630","Cawing Lake",0.127,"MN"
"2631","Silver Sack Lake",0.024,"MN"
"2632","Weapon Lake",0.022,"MN"
"2633","Fallen Arch Lake",0.094,"MN"
"2634","Gibson Lake",0.137,"MN"
"2635","Ashigan Lake",0.61,"MN"
"2636","Redskin Lake",0.177,"MN"
"2637","Solitude Lake",0.243,"MN"
"2638","Sable Lake",0.053,"MN"
"2639","Trader Lake",0.209,"MN"
"2640","Spoon Lake",1.185,"MN"
"2641","Finger Lake",0.187,"MN"
"2642","Patsy Lake",0.019,"MN"
"2643","Nicado Lake",0.047,"MN"
"2644","Bunny Lake",0.166,"MN"
"2645","St. Patrick Lake",0.21,"MN"
"2646","Camp One Lake",0.132,"MN"
"2647","Placid Lake",0.062,"MN"
"2648","Calamity Lake",0.181,"MN"
"2649","Deep Lake",0.042,"MN"
"2650","Lake Lenawee",0.056,"MN"
"2651","Spider Lake",0.117,"MN"
"2652","Spool Lake",0.365,"MN"
"2653","Martha Lake",0.064,"MN"
"2654","Boris Lake",0.01,"MN"
"2655","Rib Lake",0.016,"MN"
"2656","Leskinen Lake",0.132,"MN"
"2657","Ferne Lake",0.559,"MN"
"2658","Bonnie Lake",0.412,"MN"
"2659","Pinecone Lake",0.867,"MN"
"2660","Cain Lake",0.552,"MN"
"2661","Folly Lake",0.069,"MN"
"2662","Bow Lake",0.331,"MN"
"2663","Blissful Lake",0.047,"MN"
"2664","Shepo Lake",0.198,"MN"
"2665","Dipper Lake",0.046,"MN"
"2666","Summit Lake",0.009,"MN"
"2667","Caveman Lake",0.092,"MN"
"2668","Capote Lake",0.071,"MN"
"2669","Charity Lake",0.088,"MN"
"2670","Square Lake",0.512,"MN"
"2671","Steer Lake",0.018,"MN"
"2672","Serpent Lake",0.031,"MN"
"2673","Lake of the Clouds",0.121,"MN"
"2674","Meme Lake",0.048,"MN"
"2675","Blue Jay Lake",0.052,"MN"
"2676","Fee Lake",0.119,"MN"
"2677","Fable Lake",0.044,"MN"
"2678","Hack Lake",0.061,"MN"
"2679","Hazel Lake",0.39,"MN"
"2680","Trail Lake",0.242,"MN"
"2681","Elton Lake",0.509,"MN"
"2682","Nawakwa Lake",0.381,"MN"
"2683","North Wigwam Lake",0.134,"MN"
"2684","Organ Lake",0.172,"MN"
"2685","Wapata Lake",0.11,"MN"
"2686","Tool Lake",0.047,"MN"
"2687","Clover Lake",0.028,"MN"
"2688","Bug Lake",0.19,"MN"
"2689","Cavity Lake",0.104,"MN"
"2690","Lone Lake",0.353,"MN"
"2691","Big Snow Lake",0.188,"MN"
"2692","Louse Lake",0.097,"MN"
"2693","Rog Lake",0.215,"MN"
"2694","Maggie Lake",0.091,"MN"
"2695","Jig Lake",0.055,"MN"
"2696","Glitter Lake",0.036,"MN"
"2697","Whipped Lake",0.222,"MN"
"2698","Seahorse Lake",0.106,"MN"
"2699","Duck Lake",0.124,"MN"
"2700","Snuff Lake",0.04,"MN"
"2701","Owl Lake",0.301,"MN"
"2702","Kelso Lake",0.563,"MN"
"2703","Soaked Lake",0.021,"MN"
"2704","Green Lake",0.151,"MN"
"2705","Bologna Lake",0.237,"MN"
"2706","Onagon Lake",0.082,"MN"
"2707","Tenor Lake",0.086,"MN"
"2708","Wichita Lake",0.077,"MN"
"2709","Fur Lake",0.19,"MN"
"2710","Edith Lake",0.038,"MN"
"2711","Frisk Lake",0.068,"MN"
"2712","Cede Lake",0.023,"MN"
"2713","Round Lake",0.629,"MN"
"2714","Baker Lake",0.07845878,"MN"
"2715","Jester Lake",0.048,"MN"
"2716","Fool Lake",0.157,"MN"
"2717","Gneiss Lake",0.246,"MN"
"2718","Weird Lake",0.12321728,"MN"
"2719","Tack Lake",0.04357596,"MN"
"2720","Night Lake",0.037,"MN"
"2721","Tea Lake",0.051,"MN"
"2722","Barker Lake",0.596,"MN"
"2723","West Pipe Lake",0.06327009,"MN"
"2724","Gasket Lake",0.017,"MN"
"2725","Fun Lake",0.072,"MN"
"2726","Lizard Lake",0.082,"MN"
"2727","Cucko Lake",0.047,"MN"
"2728","Little Trewartha Lake",0.583,"MN"
"2729","Suukjak Sep Lake",0.058,"MN"
"2730","Squire Lake",0.33615546,"MN"
"2731","Kiskadinna Lake",0.473,"MN"
"2732","Big Sandy Lake",0.069,"MN"
"2733","North Cone Lake",0.32,"MN"
"2734","Halls Pond",0.085,"MN"
"2735","Cliff Lake",0.259,"MN"
"2736","Lac de Dejeuner",0.28,"MN"
"2737","Otto Lakes",0.218,"MN"
"2738","West Pope Lake",0.35440942,"MN"
"2739","Lum Lake",0.118,"MN"
"2740","Topper Lake",0.18798532,"MN"
"2741","Trine Lake",0.16241671,"MN"
"2742","Clear Lakes",0.119,"MN"
"2743","Arena Lake",0.03788106,"MN"
"2744","Ball Club Lake",0.80195178,"MN"
"2745","Swede Lake",0.097,"MN"
"2746","Bath Lake",0.111,"MN"
"2747","Lace Lake",0.079,"MN"
"2748","Abita Lake",0.383,"MN"
"2749","Fag Lake",0.036,"MN"
"2750","Kemo Lake",0.776,"MN"
"2751","Bulb Lake",0.042,"MN"
"2752","Shoko Lake",0.175,"MN"
"2753","Gill Lake",0.328,"MN"
"2754","Pocket Lake",0.092,"MN"
"2755","Glenn Lake",0.097,"MN"
"2756","Bear Cub Lake",0.12,"MN"
"2757","Track Lake",0.044,"MN"
"2758","Monker Lake",0.353,"MN"
"2759","Swamper Lake",0.198,"MN"
"2760","Binagami Lake",0.461,"MN"
"2761","Lullaby Lake",0.081,"MN"
"2762","Trap Lake",0.243,"MN"
"2763","Joseph Lake",0.387,"MN"
"2764","Jim Lake",0.239,"MN"
"2765","Onion Lake",0.142,"MN"
"2766","Lanigan Lake",0.627,"MN"
"2767","Bench Lake",0.116,"MN"
"2768","Kimball Lake",0.321,"MN"
"2769","Tomato Lake",0.10019026,"MN"
"2770","Mirage Lake",0.052,"MN"
"2771","Head Lake",0.38045602,"MN"
"2772","Fault Lake",0.234,"MN"
"2773","Fan Lake",0.02087227,"MN"
"2774","Paul Lake",0.06697946,"MN"
"2775","Lake William",0.063,"MN"
"2776","Red Rock Lake",0.292,"MN"
"2777","Wolf Lake",0.958,"MN"
"2778","Antler Lake",0.912,"MN"
"2779","Lake Cornelia",0.119,"MN"
"2780","Rice Lake",0.248,"MN"
"2781","Island Lake",1.029,"MN"
"2782","McCarrons Lake",0.295,"MN"
"2783","Brewer Lake",0.214,"MN"
"2784","Tiny Lake",0.01704642,"MN"
"2785","Hawks Ponds",0.01175725,"MN"
"2786","Bluebill Lake",0.168,"MN"
"2787","Wonder Lake",0.319,"MN"
"2788","Gossip Lake",0.08619695,"MN"
"2789","Shift Lake",0.09636681,"MN"
"2790","Peanut Lake",0.059,"MN"
"2791","Loft Lake",0.057,"MN"
"2792","Lake Halloran",0.7894593,"MN"
"2793","Shale Lake",0.00899866,"MN"
"2794","Lake Whittlesey",0.60858446,"MN"
"2795","Lake Shesheeb",0.10689828,"MN"
"2796","Sumner Lake",0.09322726,"MN"
"2797","Steep Lake",0.18154595,"MN"
"2798","Rainbow Lake",0.30515594,"MN"
"2799","Gerow Lake",0.08497883,"MN"
"2800","McColl Lake",0.00380809,"MN"
"2801","North Twin Lake",0.00448745,"MN"
"2802","Heather Lake",0.00293149,"MN"
"2803","Loon Lake",0.15587934,"MN"
"2804","Balsam Lake",0.11404994,"MN"
"2805","Frying Pan Lake",0.06372044,"MN"
"2806","Cottonwood Lake",2.417,"MN"
"2807","Oaks Lake",1.349,"MN"
